,bill_number,bill_link,bill_description,bill_date,bill_section,bill_sponsor,sponsor_party,sponsor_name,bill_year
127,A7450,https://www.nysenate.gov/legislation/bills/2009/a7450/amendment/original,Provides for the extension of current exemptions of income and resources to qualify for public assistance programs,2009-07-11,Social Services,WRIGHT,Democrat,Tremaine Wright,2009
128,A6825,https://www.nysenate.gov/legislation/bills/2009/a6825/amendment/original,"Extends certain provisions relating to the election ballot, canvassing write-in votes",2009-07-11,Election,WRIGHT,Democrat,Tremaine Wright,2009
129,A1436,https://www.nysenate.gov/legislation/bills/2009/a1436/amendment/original,Provides that designating petitions and independent nominating petitions may not contain candidates for the same public office from different political subdivisions,2009-06-24,Election ,WRIGHT,Democrat,Tremaine Wright,2009
130,A9832,https://www.nysenate.gov/legislation/bills/2011/a9832/amendment/original,Extends provisions of chapter 678 of the laws of 2007 relating to contracts for public work and building service work,2012-08-17,Labor,WRIGHT,Democrat,Tremaine Wright,2012
131,A10238,https://www.nysenate.gov/legislation/bills/2011/a10238/amendment/original,"Extends the provisions of chapter 831 of the laws of 1981, amending the labor law relating to fees and expenses in unemployment insurance proceedings",2012-08-01,Labor ,WRIGHT,Democrat,Tremaine Wright,2012
132,A10253,https://www.nysenate.gov/legislation/bills/2011/a10253/amendment/original,Relates to subpoenas in proceedings before the public employment relations board; repealer,2012-08-01,Labor ,WRIGHT,Democrat,Tremaine Wright,2012
133,A7630,https://www.nysenate.gov/legislation/bills/2011/a7630/amendment/original,Extends the validity of child performer work permits to one year,2011-07-20,Labor ,WRIGHT,Democrat,Tremaine Wright,2011
134,A6091,https://www.nysenate.gov/legislation/bills/2011/a6091/amendment/original,Relates to unemployment insurance extended benefits,2011-03-25,Labor ,WRIGHT,Democrat,Tremaine Wright,2011
135,A9736,https://www.nysenate.gov/legislation/bills/2013/a9736/amendment/original,Amends chapter 208 of the laws of 2010 and extends the provisions of chapter 208 of the laws of 2010 amending the public authorities law relating to the powers of the state of New York mortgage agency,2014-08-11,Public Authorities,WRIGHT,Democrat,Tremaine Wright,2014
136,A9922,https://www.nysenate.gov/legislation/bills/2013/a9922/amendment/original,Relates to the powers of the New York state housing finance agency with respect to an increase in bond and note authorization,2014-08-11,Private Housing Finance ,WRIGHT,Democrat,Tremaine Wright,2014
137,A9360,https://www.nysenate.gov/legislation/bills/2013/a9360/amendment/original,Extends expiration of authority granted to the department of housing preservation and development of city of New York to restructure rents of dwelling units in buildings foreclosed upon by the federal government,2014-06-30,Housing,WRIGHT,Democrat,Tremaine Wright,2014
138,A9364,https://www.nysenate.gov/legislation/bills/2013/a9364/amendment/original,Extends certain provisions relating to buildings that are part of urban development action area projects and are rehabilitated with municipal loans,2014-06-30,General Municipal,WRIGHT,Democrat,Tremaine Wright,2014
139,A9735,https://www.nysenate.gov/legislation/bills/2013/a9735/amendment/original,Relates to the powers of the state of New York mortgage agency,2014-06-30,Public Authorities ,WRIGHT,Democrat,Tremaine Wright,2014
140,A8451,https://www.nysenate.gov/legislation/bills/2013/a8451/amendment/original,Makes technical corrections to the New York state commercial goods transportation fair play act,2014-03-17,Labor ,WRIGHT,Democrat,Tremaine Wright,2014
141,A6658,https://www.nysenate.gov/legislation/bills/2013/a6658/amendment/original,Relates to partial tax abatements for certain residential real property,2013-07-03,Property Tax,WRIGHT,Democrat,Tremaine Wright,2013
142,A10562,https://www.nysenate.gov/legislation/bills/2015/A10562,Relates to increasing the bonding authority of the New York city housing development corporation,2016-11-28,Private Housing Finance ,WRIGHT,Democrat,Tremaine Wright,2016
143,A4102,https://www.nysenate.gov/legislation/bills/2015/a4102/amendment/original,Requires the New York City Housing Authority to provide a written statement articulating the reasons for denial of any request,2016-09-29,Public Housing ,WRIGHT,Democrat,Tremaine Wright,2016
144,A8140A,https://www.nysenate.gov/legislation/bills/2015/a8140/amendment/a,Requires the NYC housing authority to provide a notice of opportunity to meet to discuss possible termination of tenancy when an occupant is aged 62 years or older,2016-09-29,Public Housing ,WRIGHT,Democrat,Tremaine Wright,2016
145,A10497,https://www.nysenate.gov/legislation/bills/2015/A10497,Authorizes the state of New York mortgage agency to invest fund in Government National Mortgage Association mortgage backed securities,2016-07-21,Public Authorities ,WRIGHT,Democrat,Tremaine Wright,2016
146,A8159,https://www.nysenate.gov/legislation/bills/2017/a8159,Requires residential health care facilities to provide notices to patients when a temporary operator has been appointed,2018-12-07,Social Services ,WRIGHT,Democrat,Tremaine Wright,2018
147,A9060,https://www.nysenate.gov/legislation/bills/2019/a9060,Relates to significant programmatic accomplishment for limited credit time allowances for certain inmates,2020-04-17,Correction ,WRIGHT,Democrat,Tremaine Wright,2020
148,A8129C,https://www.nysenate.gov/legislation/bills/2015/A8129,Authorizes the Legal Aid Society of Northeastern New York to apply to the assessor of the county of Saratoga for a retroactive real property tax exemption on a certain parcel of land,2016-07-21,Property Tax,WOERNER,Democrat,Carrie Woerner,2016
149,A6909,https://www.nysenate.gov/legislation/bills/2015/a6909/amendment/original,"Relates to the tourist home, inn, hotel or motel tax in Saratoga county and the city of Saratoga Springs",2015-09-25,Tax ,WOERNER,Democrat,Carrie Woerner,2015
150,A9851,https://www.nysenate.gov/legislation/bills/2017/a9851,Relates to an exemption for certain property from the prohibition of alcohol sales within a certain distance from a church,2018-08-24,Alcoholic Beverage Control ,WOERNER,Democrat,Carrie Woerner,2018
151,A10097,https://www.nysenate.gov/legislation/bills/2017/a10097,Relates to hopyards,2018-08-16,Agriculture and Markets,WOERNER,Democrat,Carrie Woerner,2018
152,A556,https://www.nysenate.gov/legislation/bills/2017/A556,Relates to the illegal taking of deer,2017-11-29,Environmental Conservation,WOERNER,Democrat,Carrie Woerner,2017
153,A7503,https://www.nysenate.gov/legislation/bills/2017/a7503/amendment/original,Relates to giving the Malta town board the discretion to change speed limits.,2017-10-23,Saratoga County,WOERNER,Democrat,Carrie Woerner,2017
154,A5976,https://www.nysenate.gov/legislation/bills/2017/A5976,"Authorizes Marie E. Abraham to take the competitive civil service examination and be placed on the eligible list for appointment as a full-time police officer for the City of Mechanicville, County of Saratoga",2017-07-24,Civil Service,WOERNER,Democrat,Carrie Woerner,2017
155,A6000,https://www.nysenate.gov/legislation/bills/2017/A6000,"Authorizes Kimberly A. Cooney to take the competitive civil service examination and be placed on the eligible list for appointment as a full-time police officer for the City of Mechanicville, Co. of Saratoga",2017-07-24,Civil Service,WOERNER,Democrat,Carrie Woerner,2017
156,A8609,https://www.nysenate.gov/legislation/bills/2019/a8609,Relates to qualifications for holding certain offices in the city of Saratoga Springs,2020-10-07,Public Officers ,WOERNER,Democrat,Carrie Woerner,2020
157,A8109,https://www.nysenate.gov/legislation/bills/2019/a8109,Authorizes the counties of Washington and Saratoga to waive certain fees for veterans' organizations,2019-11-11,County ,WOERNER,Democrat,Carrie Woerner,2019
158,A8140,https://www.nysenate.gov/legislation/bills/2019/a8140,Extends provisions of law relating to authorizing angling by a single individual with up to three lines in freshwater,2019-10-23,Environmental Conservation,WOERNER,Democrat,Carrie Woerner,2019
159,A8788,https://www.nysenate.gov/legislation/bills/2021/a8788,Relates to ambulance services which provide transportation by aircraft,2022-02-24,Public Health,WOERNER,Democrat,Carrie Woerner,2022
160,A597,https://www.nysenate.gov/legislation/bills/2021/a597,Relates to license and permit applications,2021-12-22,Alcoholic Beverage Control ,WOERNER,Democrat,Carrie Woerner,2021
161,A5847,https://www.nysenate.gov/legislation/bills/2021/a5847,Relates to antimicrobial resistance prevention and education,2021-12-22,Public Health,WOERNER,Democrat,Carrie Woerner,2021
162,A7123,https://www.nysenate.gov/legislation/bills/2021/a7123,Relates to extending the provisions of the health savings account pilot program,2021-11-15,Insurance ,WOERNER,Democrat,Carrie Woerner,2021
163,A2575,https://www.nysenate.gov/legislation/bills/2021/a2575,"Expands the waiver of the residency requirement for the city attorney in the city of Mechanicville, Saratoga county",2021-06-11,Public Officers ,WOERNER,Democrat,Carrie Woerner,2021
164,S3225,https://www.nysenate.gov/legislation/bills/2009/s3225/amendment/original,Authorizes the county of Chemung to extend the one percent additional sales and compensating use tax for two more years,2009-07-28,Tax ,WINNER,Republican,George Winner,2009
165,S3224,https://www.nysenate.gov/legislation/bills/2009/s3224/amendment/original,Authorizes the county of Schuyler to extend the one percent additional sales and compensating use tax for two more years,2009-07-28,Tax ,WINNER,Republican,George Winner,2009
166,S4096,https://www.nysenate.gov/legislation/bills/2009/s4096/amendment/original,"Extends authorization of the county of Steuben to impose an additional one percent of sales and compensating use taxes until November 30, 2011",2009-07-28,Tax ,WINNER,Republican,George Winner,2009
167,A10203,https://www.nysenate.gov/legislation/bills/2015/A10203,Relates to extending the authority of the department of environmental conservation to manage bluefish,2016-07-21,Environmental Conservation,WILLIAMS,Democrat,Jaime Williams,2016
168,A8275,https://www.nysenate.gov/legislation/bills/2017/a8275,Relates to extending the management of fluke-summer flounder,2017-08-21,Environmental Conservation,WILLIAMS,Democrat,Jaime Williams,2017
169,A7701,https://www.nysenate.gov/legislation/bills/2017/a7701,"Extends certain provisions of law relating to the resale of tickets to places of entertainment through June 30, 2018",2017-06-29,Arts and Cultural Affairs,WILLIAMS,Democrat,Jaime Williams,2017
170,A6370,https://www.nysenate.gov/legislation/bills/2019/a6370,"Expands the definition of ""tenant"" for the purposes of required notice during a mortgage foreclosure action",2020-12-23,Real Property Actions and Proceedings ,WILLIAMS,Democrat,Jaime Williams,2020
171,A8023,https://www.nysenate.gov/legislation/bills/2019/a8023,Relates to domestic violence-related activity of the New York state office for the prevention of domestic violence; repealer,2020-10-07,Executive ,WILLIAMS,Democrat,Jaime Williams,2020
172,A5764,https://www.nysenate.gov/legislation/bills/2019/a5764,Relates to shellfish regulations,2019-09-13,Environmental Conservation,WILLIAMS,Democrat,Jaime Williams,2019
173,A7677,https://www.nysenate.gov/legislation/bills/2019/a7677,Extends the authority of the department of environmental conservation to manage bluefish,2019-08-30,Environmental Conservation,WILLIAMS,Democrat,Jaime Williams,2019
174,A7390,https://www.nysenate.gov/legislation/bills/2021/a7390,Includes certain for-profit entities in the definition of educational institution,2021-12-06,Executive ,WILLIAMS,Democrat,Jaime Williams,2021
175,A973,https://www.nysenate.gov/legislation/bills/2021/a973,Requires the office of temporary and disability assistance to produce a report regarding the summer youth employment program,2021-02-16,Labor,WILLIAMS,Democrat,Jaime Williams,2021
176,A11316,https://www.nysenate.gov/legislation/bills/2009/a11316/amendment/original,Requires the person establishing a lifetime trust to execute and acknowledge such trust,2010-08-30,"Estates, Powers and Trusts ",WEPRIN,Democrat,David Weprin,2010
177,A8131,https://www.nysenate.gov/legislation/bills/2009/a8131/amendment/original,"Authorizes N.Y. city to provide a biotechnology credit to be taken against the general corporation, unincorporated business and banking taxes",2009-09-16,Tax ,WEPRIN,Democrat,David Weprin,2009
178,A6809,https://www.nysenate.gov/legislation/bills/2015/a6809/amendment/original,"Relates to extending the authorization of NYC to provide a biotechnology credit against the general corporation tax, unincorporated business tax, and banking corporation tax of such city",2015-09-25,Tax ,WEPRIN,Democrat,David Weprin,2015
